TimeCreated,Id,LevelDisplayName,ProviderName,Message
"2026-05-09 17:59:48","107","信息","Microsoft-Windows-Kernel-Power","系统已从睡眠状态恢复。"
"2026-05-09 17:59:46","42","信息","Microsoft-Windows-Kernel-Power","系统正在进入睡眠状态。    睡眠原因: Application API"
"2026-05-09 17:59:45","9008","信息","nhi","Driver exit RTD3.   All the connected devices will now cause DeviceConnected events."
"2026-05-09 17:59:45","566","信息","Microsoft-Windows-Kernel-Power","系统会话已从124转换为 125.    原因 WinRT     BootId： 60"
"2026-05-09 17:59:45","187","信息","Microsoft-Windows-Kernel-Power","用户模式进程尝试通过调用 SetSuspendState 或 SetSystemPowerState API 更改系统状态。"
"2026-05-09 17:59:45","7002","信息","Microsoft-Windows-Winlogon","客户体验改善计划的用户注销通知"
"2026-05-09 17:59:43","100","警告","winsrvext","进程 C:\Windows\explorer.exe 在 3094 毫秒后延迟系统关闭。"
"2026-05-09 17:59:40","100","警告","winsrvext","进程 C:\Program Files\LogiOptionsPlus\logioptionsplus_agent.exe 在 3016 毫秒后延迟系统关闭。"
"2026-05-09 17:53:22","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:53:22","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:51:53","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:51:53","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:51:45","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:51:45","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:36:53","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:36:53","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:30:30","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:30:30","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:30:26","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:30:26","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:21:54","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:21:54","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:17:52","10016","警告","Microsoft-Windows-DistributedCOM","应用程序-特定 权限设置并未向在应用程序容器 不可用 SID (不可用)中运行的地址 LocalHost (使用 LRPC) 中的用户 INSPIRON7610\葛容卓 SID (S-1-5-21-1774715358-1257858206-961493439-1001)授予针对 CLSID 为   {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  、APPID 为   {15C20B67-12E7-4BB6-92BB-7AFF07997402}   的 COM 服务器应用程序的 本地 激活 权限。此安全权限可以使用组件服务管理工具进行修改。"
"2026-05-09 17:17:45","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:17:45","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:17:42","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:17:42","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:15:46","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:15:46","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:07:18","1","警告","VMnetDHCP","dispatch: Timeout waiting for input data"
"2026-05-09 17:06:54","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:06:54","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 17:06:52","16","信息","Microsoft-Windows-Kernel-General","已经清除配置单元 \??\C:\Users\葛容卓\AppData\Local\Packages\Microsoft.GamingApp_8wekyb3d8bbwe\Settings\settings.dat 中的访问历史记录，更新 3 个项并创建 1 个已修改的页面。"
"2026-05-09 17:04:36","10016","警告","Microsoft-Windows-DistributedCOM","应用程序-特定 权限设置并未向在应用程序容器 不可用 SID (不可用)中运行的地址 LocalHost (使用 LRPC) 中的用户 INSPIRON7610\葛容卓 SID (S-1-5-21-1774715358-1257858206-961493439-1001)授予针对 CLSID 为   {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  、APPID 为   {15C20B67-12E7-4BB6-92BB-7AFF07997402}   的 COM 服务器应用程序的 本地 激活 权限。此安全权限可以使用组件服务管理工具进行修改。"
"2026-05-09 16:51:53","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 16:51:53","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 16:51:45","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-05-09 16:51:45","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
